"...1";"ID";"CASRN";"DTXSID";"Name";"IUPAC.NAME";"Molecular.formula";"SMILES";"InChI.String";"InChIKey";"Averagre.mass..amu.";"Monoisotopic.mass..amu.";"ORLD50";"DMLC50";"TPIGC50";"FMLC50";"DT";"AM";"ToxPi"
290;290;"112-41-4";"DTXSID5026914";"1-Dodecene";"Dodec-1-ene";"C12H24";"CCCCCCCCCCC=C";"InChI=1S/C12H24/c1-3-5-7-9-11-12-10-8-6-4-2/h3H,1,4-12H2,2H3";"CRSBERNSMYQZNG-UHFFFAOYSA-N";"168.324";"168.1878008";"N/A";"5.06";"5.23";"5.83";"0.81";"-0.1";"0.0326"
291;291;"112-42-5";"DTXSID0026915";"1-Undecanol";"Undecan-1-ol";"C11H24O";"CCCCCCCCCCCO";"InChI=1S/C11H24O/c1-2-3-4-5-6-7-8-9-10-11-12/h12H,2-11H2,1H3";"KJIOQYGWTQBHNH-UHFFFAOYSA-N";"172.312";"172.1827154";"1.76";"4.07";"4.96";"5.22";"0.61";"-0.01";"0.2064"
292;292;"112-50-5";"DTXSID3024368";"2-[2-(2-Ethoxyethoxy)ethoxy]ethanol";"2-[2-(2-Ethoxyethoxy)ethoxy]ethan-1-ol";"C8H18O4";"CCOCCOCCOCCO";"InChI=1S/C8H18O4/c1-2-10-5-6-12-8-7-11-4-3-9/h9H,2-8H2,1H3";"WFSMVVDJSNMRAR-UHFFFAOYSA-N";"178.228";"178.1205091";"1.36";"1.86";"2.18";"1.68";"0.26";"0.3";"0.0158"
293;293;"112-52-7";"DTXSID0025492";"1-Chlorododecane";"1-Chlorododecane";"C12H25Cl";"CCCCCCCCCCCCCl";"InChI=1S/C12H25Cl/c1-2-3-4-5-6-7-8-9-10-11-12-13/h2-12H2,1H3";"YAYNEUUHHLGGAH-UHFFFAOYSA-N";"204.78";"204.1644785";"N/A";"5.3";"5.39";"6.15";"0.28";"0";"0.1297"
294;294;"112-53-8";"DTXSID5026918";"1-Dodecanol";"Dodecan-1-ol";"C12H26O";"CCCCCCCCCCCCO";"InChI=1S/C12H26O/c1-2-3-4-5-6-7-8-9-10-11-12-13/h13H,2-12H2,1H3";"LQZZUXJYWNFBMV-UHFFFAOYSA-N";"186.339";"186.1983655";"N/A";"4.52";"5.16";"5.27";"0.53";"0";"0.1111"
295;295;"112-55-0";"DTXSID6025220";"1-Dodecanethiol";"Dodecane-1-thiol";"C12H26S";"CCCCCCCCCCCCS";"InChI=1S/C12H26S/c1-2-3-4-5-6-7-8-9-10-11-12-13/h13H,2-12H2,1H3";"WNAHIZMDSQCWRP-UHFFFAOYSA-N";"202.4";"202.175522";"N/A";"5.45";"N/A";"6.41";"0.62";"0";"0.2054"
296;296;"112-57-2";"DTXSID7026108";"Tetraethylenepentamine";"N~1~,N~1'~-[Azanediyldi(ethane-2,1-diyl)]di(ethane-1,2-diamine)";"C8H23N5";"NCCNCCNCCNCCN";"InChI=1S/C8H23N5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h11-13H,1-10H2";"FAGUFWYHJQFNRV-UHFFFAOYSA-N";"189.307";"189.1953458";"1.68";"2.92";"1.95";"1.85";"0.22";"1";"0.0147"
297;297;"112-59-4";"DTXSID4026921";"2-[2-(Hexyloxy)ethoxy]ethanol";"2-[2-(Hexyloxy)ethoxy]ethan-1-ol";"C10H22O3";"CCCCCCOCCOCCO";"InChI=1S/C10H22O3/c1-2-3-4-5-7-12-9-10-13-8-6-11/h11H,2-10H2,1H3";"GZMAAYIALGURDQ-UHFFFAOYSA-N";"190.283";"190.1568946";"1.9";"2.89";"3.07";"3.43";"0.32";"0.13";"0.0581"
298;298;"112-60-7";"DTXSID9026922";"Tetraethylene glycol";"2,2'-{Oxybis[(ethane-2,1-diyl)oxy]}di(ethan-1-ol)";"C8H18O5";"OCCOCCOCCOCCO";"InChI=1S/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2";"UWHCKJMYHZGTIT-UHFFFAOYSA-N";"194.227";"194.1154237";"0.78";"1.26";"1.88";"1.41";"0.16";"0.51";"0.1816"
299;299;"112-62-9";"DTXSID5025811";"Methyl (9Z)-octadec-9-enoate";"Methyl (9Z)-octadec-9-enoate";"C19H36O2";"CCCCCCCCC=CCCCCCCCC(=O)OC";"InChI=1S/C19H36O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21-2/h10-11H,3-9,12-18H2,1-2H3/b11-10-";"QYDYPVFESGNLHU-KHPPLWFESA-N";"296.495";"296.2715304";"N/A";"5.52";"6.02";"5.84";"0.47";"0";"0.0608"
300;300;"112-70-9";"DTXSID2021947";"1-Tridecanol";"Tridecan-1-ol";"C13H28O";"CCCCCCCCCCCCCO";"InChI=1S/C13H28O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14/h14H,2-13H2,1H3";"XFRVVPUIAFSTFO-UHFFFAOYSA-N";"200.366";"200.2140155";"1.07";"4.7";"5.45";"5.53";"0.51";"0";"0.2306"
301;301;"112-72-1";"DTXSID9026926";"1-Tetradecanol";"Tetradecan-1-ol";"C14H30O";"CCCCCCCCCCCCCCO";"InChI=1S/C14H30O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15/h15H,2-14H2,1H3";"HLZKNKRTKFSKGZ-UHFFFAOYSA-N";"214.393";"214.2296656";"N/A";"4.96";"4.67";"5.7";"0.46";"-0.05";"0.206"
302;302;"112-82-3";"DTXSID2049397";"1-Bromohexadecane";"1-Bromohexadecane";"C16H33Br";"CCCCCCCCCCCCCCCCBr";"InChI=1S/C16H33Br/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17/h2-16H2,1H3";"HNTGIJLWHDPAFN-UHFFFAOYSA-N";"305.344";"304.176564";"N/A";"5.83";"6.63";"6.93";"0.36";"-0.02";"0.058"
303;303;"112-86-7";"DTXSID8026931";"(13Z)-Docos-13-enoic acid";"(13Z)-Docos-13-enoic acid";"C22H42O2";"CCCCCCCCC=CCCCCCCCCCCCC(O)=O";"InChI=1S/C22H42O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H,23,24)/b10-9-";"DPUOLQHDNGRHBS-KTKRTIGZSA-N";"338.576";"338.3184806";"N/A";"5.29";"6.93";"6.29";"0.58";"0.01";"0.1578"
304;304;"112-88-9";"DTXSID3026932";"1-Octadecene";"Octadec-1-ene";"C18H36";"CCCCCCCCCCCCCCCCC=C";"InChI=1S/C18H36/c1-3-5-7-9-11-13-15-17-18-16-14-12-10-8-6-4-2/h3H,1,4-18H2,2H3";"CCCMONHAUSKTEQ-UHFFFAOYSA-N";"252.486";"252.2817012";"N/A";"5.77";"6.73";"6.54";"0.75";"-0.05";"0.033"
305;305;"1134-23-2";"DTXSID6032356";"Cycloate";"S-Ethyl cyclohexyl(ethyl)carbamothioate";"C11H21NOS";"CCSC(=O)N(CC)C1CCCCC1";"InChI=1S/C11H21NOS/c1-3-12(11(13)14-4-2)10-8-6-5-7-9-10/h10H,3-9H2,1-2H3";"DFCAFRGABIXSDS-UHFFFAOYSA-N";"215.36";"215.1343855";"2.11";"4.55";"N/A";"N/A";"0.44";"0.35";"0.217"
306;306;"1141-38-4";"DTXSID5029211";"2,6-Naphthalenedicarboxylic acid";"Naphthalene-2,6-dicarboxylic acid";"C12H8O4";"OC(=O)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O";"InChI=1S/C12H8O4/c13-11(14)9-3-1-7-5-10(12(15)16)4-2-8(7)6-9/h1-6H,(H,13,14)(H,15,16)";"RXOHFPCZGPKIRD-UHFFFAOYSA-N";"216.192";"216.0422587";"N/A";"3.54";"3.22";"N/A";"0.79";"0.23";"0.0701"
307;307;"114-26-1";"DTXSID7021948";"Propoxur";"2-[(Propan-2-yl)oxy]phenyl methylcarbamate";"C11H15NO3";"CNC(=O)OC1=CC=CC=C1OC(C)C";"InChI=1S/C11H15NO3/c1-8(2)14-9-6-4-5-7-10(9)15-11(13)12-3/h4-8H,1-3H3,(H,12,13)";"ISRUGXGCCGIOQO-UHFFFAOYSA-N";"209.245";"209.1051933";"3.71";"4.91";"3.39";"4.38";"0.68";"1";"0.0998"
308;308;"115-27-5";"DTXSID2026941";"Chlorendic anhydride";"4,5,6,7,8,8-Hexachloro-3a,4,7,7a-tetrahydro-4,7-methano-2-benzofuran-1,3-dione";"C9H2Cl6O3";"ClC1=C(Cl)C2(Cl)C3C(C(=O)OC3=O)C1(Cl)C2(Cl)Cl";"InChI=1/C9H2Cl6O3/c10-3-4(11)8(13)2-1(5(16)18-6(2)17)7(3,12)9(8,14)15/h1-2H";"FLBJFXNAEMSXGL-UHFFFAOYSA-N";"370.81";"367.8135101";"2.21";"N/A";"N/A";"N/A";"0.65";"0.31";"0.0251"
309;309;"115-29-7";"DTXSID1020560";"Endosulfan";"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-3H-6,9-methano-3lambda~4~-2,4,3lambda~4~-benzodioxathiepin-3-one";"C9H6Cl6O3S";"ClC1=C(Cl)C2(Cl)C3COS(=O)OCC3C1(Cl)C2(Cl)Cl";"InChI=1/C9H6Cl6O3S/c10-5-6(11)8(13)4-2-18-19(16)17-1-3(4)7(5,12)9(8,14)15/h3-4H,1-2H2";"RDYMFSUJUZBWLH-UHFFFAOYSA-N";"406.9";"403.8168814";"4.35";"6.08";"N/A";"8.48";"0.48";"N/A";"0.328"
310;310;"115-32-2";"DTXSID4020450";"Dicofol";"2,2,2-Trichloro-1,1-bis(4-chlorophenyl)ethan-1-ol";"C14H9Cl5O";"OC(C1=CC=C(Cl)C=C1)(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl";"InChI=1S/C14H9Cl5O/c15-11-5-1-9(2-6-11)13(20,14(17,18)19)10-3-7-12(16)8-4-10/h1-8,20H";"UOAMTSKGCBMZTC-UHFFFAOYSA-N";"370.48";"367.9096034";"2.81";"6.32";"5.69";"5.86";"0.84";"0";"0.3105"
311;311;"1156-19-0";"DTXSID3021358";"Tolazamide";"N-[(Azepan-1-yl)carbamoyl]-4-methylbenzene-1-sulfonamide";"C14H21N3O3S";"CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1";"InChI=1S/C14H21N3O3S/c1-12-6-8-13(9-7-12)21(19,20)16-14(18)15-17-10-4-2-3-5-11-17/h6-9H,2-5,10-11H2,1H3,(H2,15,16,18)";"OUDSBRTVNLOZBN-UHFFFAOYSA-N";"311.4";"311.1303627";"N/A";"N/A";"N/A";"N/A";"1";"0";"0.0379"
312;312;"115-77-5";"DTXSID2026943";"Pentaerythritol";"2,2-Bis(hydroxymethyl)propane-1,3-diol";"C5H12O4";"OCC(CO)(CO)CO";"InChI=1S/C5H12O4/c6-1-5(2-7,3-8)4-9/h6-9H,1-4H2";"WXZMFSXDPGVJKK-UHFFFAOYSA-N";"136.147";"136.0735589";"0.84";"1.49";"0.7";"1.02";"0.63";"0";"0.0967"
313;313;"115-86-6";"DTXSID1021952";"Triphenyl phosphate";"Triphenyl phosphate";"C18H15O4P";"O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1";"InChI=1S/C18H15O4P/c19-23(20-16-10-4-1-5-11-16,21-17-12-6-2-7-13-17)22-18-14-8-3-9-15-18/h1-15H";"XZZNDPSIHUTMOC-UHFFFAOYSA-N";"326.288";"326.070796";"1.97";"5.51";"4.81";"5.54";"0.5";"0";"0.2194"
314;314;"115-95-7";"DTXSID7026946";"Linalyl acetate";"3,7-Dimethylocta-1,6-dien-3-yl acetate";"C12H20O2";"CC(C)=CCCC(C)(OC(C)=O)C=C";"InChI=1/C12H20O2/c1-6-12(5,14-11(4)13)9-7-8-10(2)3/h6,8H,1,7,9H2,2-5H3";"UWKAYLJWKGQEPM-UHFFFAOYSA-N";"196.29";"196.1463299";"1.15";"5.04";"3.99";"5.01";"0.47";"0.07";"0.1001"
315;315;"115-96-8";"DTXSID5021411";"Tris(2-chloroethyl) phosphate";"Tris(2-chloroethyl) phosphate";"C6H12Cl3O4P";"ClCCOP(=O)(OCCCl)OCCCl";"InChI=1S/C6H12Cl3O4P/c7-1-4-11-14(10,12-5-2-8)13-6-3-9/h1-6H2";"HQUQLFOMPYWACS-UHFFFAOYSA-N";"285.48";"283.953879";"2.37";"7.11";"3.06";"4.22";"0.48";"0";"0.1045"
316;316;"116-02-9";"DTXSID9041815";"3,3,5-Trimethylcyclohexanol";"3,3,5-Trimethylcyclohexan-1-ol";"C9H18O";"CC1CC(O)CC(C)(C)C1";"InChI=1/C9H18O/c1-7-4-8(10)6-9(2,3)5-7/h7-8,10H,4-6H2,1-3H3";"BRRVXFOKWJKTGG-UHFFFAOYSA-N";"142.242";"142.1357652";"1.64";"3.28";"3.31";"3.42";"0.97";"-0.04";"0.0238"
317;317;"116-53-0";"DTXSID5021621";"2-Methylbutanoic acid";"2-Methylbutanoic acid";"C5H10O2";"CCC(C)C(O)=O";"InChI=1/C5H10O2/c1-3-4(2)5(6)7/h4H,3H2,1-2H3,(H,6,7)";"WLAMNBDJUVNPJU-UHFFFAOYSA-N";"102.133";"102.0680796";"1.77";"3.17";"2.46";"2.89";"0.84";"0.06";"0.0272"
318;318;"117-08-8";"DTXSID7026102";"Tetrachlorophthalic anhydride";"4,5,6,7-Tetrachloro-2-benzofuran-1,3-dione";"C8Cl4O3";"ClC1=C2C(=O)OC(=O)C2=C(Cl)C(Cl)=C1Cl";"InChI=1S/C8Cl4O3/c9-3-1-2(8(14)15-7(1)13)4(10)6(12)5(3)11";"AUHHYELHRWCWEZ-UHFFFAOYSA-N";"285.89";"283.8601547";"N/A";"N/A";"N/A";"N/A";"0.27";"0";"0.1025"
319;319;"117-79-3";"DTXSID6020068";"2-Aminoanthraquinone";"2-Aminoanthracene-9,10-dione";"C14H9NO2";"NC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1";"InChI=1S/C14H9NO2/c15-8-5-6-11-12(7-8)14(17)10-4-2-1-3-9(10)13(11)16/h1-7H,15H2";"XOGPDSATLSAZEK-UHFFFAOYSA-N";"223.231";"223.0633285";"N/A";"4.61";"3.69";"4.71";"0.7";"1";"0.2921"
320;320;"117-81-7";"DTXSID5020607";"Di(2-ethylhexyl) phthalate";"Bis(2-ethylhexyl) benzene-1,2-dicarboxylate";"C24H38O4";"CCCCC(CC)COC(=O)C1=C(C=CC=C1)C(=O)OCC(CC)CCCC";"InChI=1/C24H38O4/c1-5-9-13-19(7-3)17-27-23(25)21-15-11-12-16-22(21)24(26)28-18-20(8-4)14-10-6-2/h11-12,15-16,19-20H,5-10,13-14,17-18H2,1-4H3";"BJQHLKABXJIVAM-UHFFFAOYSA-N";"390.564";"390.2770097";"1.11";"4.55";"6.65";"2.55";"0.76";"0.05";"0.2099"
321;321;"117-84-0";"DTXSID1021956";"Di-n-octyl phthalate";"Dioctyl benzene-1,2-dicarboxylate";"C24H38O4";"CCCCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCCCC";"InChI=1S/C24H38O4/c1-3-5-7-9-11-15-19-27-23(25)21-17-13-14-18-22(21)24(26)28-20-16-12-10-8-6-4-2/h13-14,17-18H,3-12,15-16,19-20H2,1-2H3";"MQIUGAXCHLFZKX-UHFFFAOYSA-N";"390.564";"390.2770097";"0.92";"5.25";"6.78";"6.51";"0.67";"0";"0.1779"
322;322;"118-48-9";"DTXSID6026955";"2H-3,1-Benzoxazine-2,4(1H)-dione";"2H-3,1-Benzoxazine-2,4(1H)-dione";"C8H5NO3";"O=C1NC2=C(C=CC=C2)C(=O)O1";"InChI=1S/C8H5NO3/c10-7-5-3-1-2-4-6(5)9-8(11)12-7/h1-4H,(H,9,11)";"TXJUTRJFNRYTHH-UHFFFAOYSA-N";"163.132";"163.026943";"N/A";"N/A";"N/A";"N/A";"0.56";"0.39";"0.0419"
323;323;"118-52-5";"DTXSID4024985";"1,3-Dichloro-5,5-dimethylhydantoin";"1,3-Dichloro-5,5-dimethylimidazolidine-2,4-dione";"C5H6Cl2N2O2";"CC1(C)N(Cl)C(=O)N(Cl)C1=O";"InChI=1S/C5H6Cl2N2O2/c1-5(2)3(10)8(6)4(11)9(5)7/h1-2H3";"KEQGZUUPPQEDPF-UHFFFAOYSA-N";"197.02";"195.9806328";"2.56";"N/A";"N/A";"1.9";"0.82";"0";"0.1383"
324;324;"1185-55-3";"DTXSID3027370";"Trimethoxymethylsilane";"Trimethoxy(methyl)silane";"C4H12O3Si";"CO[Si](C)(OC)OC";"InChI=1S/C4H12O3Si/c1-5-8(4,6-2)7-3/h1-4H3";"BFXIKLCIZHOAAZ-UHFFFAOYSA-N";"136.222";"136.0555708";"1.06";"N/A";"N/A";"N/A";"0.63";"0.01";"0.0527"
325;325;"118-58-1";"DTXSID1024598";"Benzyl salicylate";"Benzyl 2-hydroxybenzoate";"C14H12O3";"OC1=C(C=CC=C1)C(=O)OCC1=CC=CC=C1";"InChI=1S/C14H12O3/c15-13-9-5-4-8-12(13)14(16)17-10-11-6-2-1-3-7-11/h1-9,15H,10H2";"ZCTQGTTXIYCGGC-UHFFFAOYSA-N";"228.247";"228.0786442";"2.01";"4.78";"4.45";"5.04";"0.76";"0";"0.1416"
326;326;"118-69-4";"DTXSID3040697";"2,6-Dichlorotoluene";"1,3-Dichloro-2-methylbenzene";"C7H6Cl2";"CC1=C(Cl)C=CC=C1Cl";"InChI=1S/C7H6Cl2/c1-5-6(8)3-2-4-7(5)9/h2-4H,1H3";"DMEDNTFWIHCBRK-UHFFFAOYSA-N";"161.03";"159.9846556";"N/A";"4.78";"3.67";"4.46";"0.3";"-0.02";"0.037"
327;327;"118-79-6";"DTXSID6021959";"2,4,6-Tribromophenol";"2,4,6-Tribromophenol";"C6H3Br3O";"OC1=C(Br)C=C(Br)C=C1Br";"InChI=1S/C6H3Br3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H";"BSWWXRFVMJHFBN-UHFFFAOYSA-N";"330.801";"327.773404";"2.22";"5.73";"4.91";"4.71";"N/A";"0";"0.2278"
328;328;"118-82-1";"DTXSID7022411";"4,4'-Methylenebis(2,6-di-t-butylphenol)";"4,4'-Methylenebis(2,6-di-tert-butylphenol)";"C29H44O2";"CC(C)(C)C1=CC(CC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)=CC(=C1O)C(C)(C)C";"InChI=1S/C29H44O2/c1-26(2,3)20-14-18(15-21(24(20)30)27(4,5)6)13-19-16-22(28(7,8)9)25(31)23(17-19)29(10,11)12/h14-17,30-31H,13H2,1-12H3";"MDWVSAYEQPLWMX-UHFFFAOYSA-N";"424.669";"424.3341307";"N/A";"6.44";"N/A";"7.12";"0.88";"0";"0.1097"
329;329;"119-07-3";"DTXSID1047497";"Octyl decyl phthalate";"Decyl octyl benzene-1,2-dicarboxylate";"C26H42O4";"CCCCCCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCCCC";"InChI=1S/C26H42O4/c1-3-5-7-9-11-12-14-18-22-30-26(28)24-20-16-15-19-23(24)25(27)29-21-17-13-10-8-6-4-2/h15-16,19-20H,3-14,17-18,21-22H2,1-2H3";"LVAGMBHLXLZJKZ-UHFFFAOYSA-N";"418.618";"418.3083098";"0.98";"5.35";"7.14";"6.85";"0.58";"-0.02";"0.1581"
330;330;"119-36-8";"DTXSID5025659";"Methyl salicylate";"Methyl 2-hydroxybenzoate";"C8H8O3";"COC(=O)C1=C(O)C=CC=C1";"InChI=1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3";"OSWPMRLSEDHDFF-UHFFFAOYSA-N";"152.149";"152.0473441";"2.23";"3.66";"3.08";"3.67";"0.44";"1";"0.2255"
331;331;"119-47-1";"DTXSID4020870";"2,2'-Methylenebis(4-methyl-6-tert-butylphenol)";"2,2'-Methylenebis(6-tert-butyl-4-methylphenol)";"C23H32O2";"CC1=CC(CC2=CC(C)=CC(=C2O)C(C)(C)C)=C(O)C(=C1)C(C)(C)C";"InChI=1S/C23H32O2/c1-14-9-16(20(24)18(11-14)22(3,4)5)13-17-10-15(2)12-19(21(17)25)23(6,7)8/h9-12,24-25H,13H2,1-8H3";"KGRVJHAUYBGFFP-UHFFFAOYSA-N";"340.507";"340.2402303";"N/A";"6.07";"6.02";"6.82";"0.63";"0";"0.271"
332;332;"119-53-9";"DTXSID1020144";"Benzoin";"2-Hydroxy-1,2-diphenylethan-1-one";"C14H12O2";"OC(C(=O)C1=CC=CC=C1)C1=CC=CC=C1";"InChI=1/C14H12O2/c15-13(11-7-3-1-4-8-11)14(16)12-9-5-2-6-10-12/h1-10,13,15H";"ISAOCJYIOMOJEB-UHFFFAOYSA-N";"212.248";"212.0837296";"1.33";"4.28";"3.74";"4.45";"0.55";"0";"0.0294"
333;333;"119-61-9";"DTXSID0021961";"Benzophenone";"Diphenylmethanone";"C13H10O";"O=C(C1=CC=CC=C1)C1=CC=CC=C1";"InChI=1S/C13H10O/c14-13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H";"RWCCWEUUXYIKHB-UHFFFAOYSA-N";"182.222";"182.0731649";"N/A";"4.7";"3.87";"4.09";"0.55";"0";"0.1599"
334;334;"119-64-2";"DTXSID1026118";"Tetralin";"1,2,3,4-Tetrahydronaphthalene";"C10H12";"C1CCC2=C(C1)C=CC=C2";"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2";"CXWXQJXEFPUFDZ-UHFFFAOYSA-N";"132.206";"132.0939004";"1.92";"4.24";"3.47";"4.38";"0.45";"0";"0.0623"
335;335;"120-12-7";"DTXSID0023878";"Anthracene";"Anthracene";"C14H10";"C1=CC2=CC3=C(C=CC=C3)C=C2C=C1";"InChI=1S/C14H10/c1-2-6-12-10-14-8-4-3-7-13(14)9-11(12)5-1/h1-10H";"MWPLVEDNUUSJAV-UHFFFAOYSA-N";"178.234";"178.0782503";"N/A";"6.7";"4.25";"5.37";"0.64";"0.6";"0.2044"
336;336;"120-18-3";"DTXSID5044788";"Naphthalene-2-sulfonic acid";"Naphthalene-2-sulfonic acid";"C10H8O3S";"OS(=O)(=O)C1=CC2=C(C=CC=C2)C=C1";"InChI=1S/C10H8O3S/c11-14(12,13)10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,(H,11,12,13)";"KVBGVZZKJNLNJU-UHFFFAOYSA-N";"208.23";"208.0194153";"1.67";"N/A";"N/A";"3.98";"0.87";"0.25";"0.1313"
337;337;"120-32-1";"DTXSID5020154";"Clorophene";"2-Benzyl-4-chlorophenol";"C13H11ClO";"OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1";"InChI=1S/C13H11ClO/c14-12-6-7-13(15)11(9-12)8-10-4-2-1-3-5-10/h1-7,9,15H,8H2";"NCKMMSIFQUPKCK-UHFFFAOYSA-N";"218.68";"218.0498427";"2.11";"5.34";"4.95";"5.33";"0.72";"0";"0.3691"
338;338;"120-36-5";"DTXSID0020440";"Dichlorprop";"2-(2,4-Dichlorophenoxy)propanoic acid";"C9H8Cl2O3";"CC(OC1=C(Cl)C=C(Cl)C=C1)C(O)=O";"InChI=1/C9H8Cl2O3/c1-5(9(12)13)14-8-3-2-6(10)4-7(8)11/h2-5H,1H3,(H,12,13)";"MZHCENGPTKEIGP-UHFFFAOYSA-N";"235.06";"233.9850495";"2.83";"3.74";"4.1";"4.26";"0.73";"0";"0.0712"
339;339;"120-51-4";"DTXSID8029153";"Benzyl benzoate";"Benzyl benzoate";"C14H12O2";"O=C(OCC1=CC=CC=C1)C1=CC=CC=C1";"InChI=1S/C14H12O2/c15-14(13-9-5-2-6-10-13)16-11-12-7-3-1-4-8-12/h1-10H,11H2";"SESFRYSPDFLNCH-UHFFFAOYSA-N";"212.248";"212.0837296";"2.05";"4.48";"4.45";"5.07";"0.45";"-0.03";"0.1204"
340;340;"120-55-8";"DTXSID0026967";"Diethylene glycol dibenzoate";"Oxydi(ethane-2,1-diyl) dibenzoate";"C18H18O5";"O=C(OCCOCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1";"InChI=1S/C18H18O5/c19-17(15-7-3-1-4-8-15)22-13-11-21-12-14-23-18(20)16-9-5-2-6-10-16/h1-10H,11-14H2";"NXQMCAOPTPLPRL-UHFFFAOYSA-N";"314.337";"314.1154237";"2.05";"4.58";"4.67";"5.33";"0.53";"0.25";"0.1551"
341;341;"120-56-9";"DTXSID7029611";"Triethylene glycol dibenzoate";"[(Ethane-1,2-diyl)bis(oxy)ethane-2,1-diyl] dibenzoate";"C20H22O6";"O=C(OCCOCCOCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1";"InChI=1S/C20H22O6/c21-19(17-7-3-1-4-8-17)25-15-13-23-11-12-24-14-16-26-20(22)18-9-5-2-6-10-18/h1-10H,11-16H2";"AHSGHEXYEABOKT-UHFFFAOYSA-N";"358.39";"358.1416384";"N/A";"4.47";"4.71";"5.18";"0.34";"0.05";"0.188"
342;342;"120-61-6";"DTXSID0020498";"Dimethyl terephthalate";"Dimethyl benzene-1,4-dicarboxylate";"C10H10O4";"COC(=O)C1=CC=C(C=C1)C(=O)OC";"InChI=1S/C10H10O4/c1-13-9(11)7-3-5-8(6-4-7)10(12)14-2/h3-6H,1-2H3";"WOZVHXUHUFLZGK-UHFFFAOYSA-N";"194.186";"194.0579088";"N/A";"3.63";"3.32";"4.16";"0.53";"0";"0.1817"
343;343;"12071-83-9";"DTXSID1052741";"Propineb";"[Propane-1,2-diylbiscarbamodithioato(2-)-kappaS]zinc";"C5H8N2S4Zn";"CC(CN=C(S)S)N=C(S)S";"InChI=1/C5H10N2S4.Zn/c1-3(7-5(10)11)2-6-4(8)9;/h3H,2H2,1H3,(H2,6,8,9)(H2,7,10,11);/q;+2/p-2";"KKMLIVYBGSAJPM-UHFFFAOYSA-L";"289.75";"287.886175";"N/A";"5.16";"N/A";"N/A";"N/A";"N/A";"-"
344;344;"120-80-9";"DTXSID3020257";"Catechol";"Benzene-1,2-diol";"C6H6O2";"OC1=C(O)C=CC=C1";"InChI=1S/C6H6O2/c7-5-3-1-2-4-6(5)8/h1-4,7-8H";"YCIMNLLNPGFGHC-UHFFFAOYSA-N";"110.112";"110.0367794";"2.63";"3.98";"3.75";"4.29";"0.54";"0";"0.2668"
345;345;"120-82-1";"DTXSID0021965";"1,2,4-Trichlorobenzene";"1,2,4-Trichlorobenzene";"C6H3Cl3";"ClC1=CC(Cl)=C(Cl)C=C1";"InChI=1S/C6H3Cl3/c7-4-1-2-5(8)6(9)3-4/h1-3H";"PBKONEOXTCPAFI-UHFFFAOYSA-N";"181.44";"179.9300332";"2.38";"4.83";"4.08";"4.8";"0.41";"0";"0.0819"
346;346;"120-92-3";"DTXSID3029154";"Cyclopentanone";"Cyclopentanone";"C5H8O";"O=C1CCCC1";"InChI=1S/C5H8O/c6-5-3-1-2-4-5/h1-4H2";"BGTOWKSIORTVQH-UHFFFAOYSA-N";"84.118";"84.05751488";"N/A";"2.94";"2.14";"2.41";"0.64";"0.03";"0.0985"
347;347;"120-95-6";"DTXSID9026974";"2,4-Di-tert-pentylphenol";"2,4-Bis(2-methylbutan-2-yl)phenol";"C16H26O";"CCC(C)(C)C1=CC(=C(O)C=C1)C(C)(C)CC";"InChI=1S/C16H26O/c1-7-15(3,4)12-9-10-14(17)13(11-12)16(5,6)8-2/h9-11,17H,7-8H2,1-6H3";"WMVJWKURWRGJCI-UHFFFAOYSA-N";"234.383";"234.1983655";"2.85";"5.56";"4.68";"5.36";"0.61";"0.03";"0.2884"
